huspacy ner == emagyar ner,husoacy ner,emagyar ner,huspacy token,emagyar token
False,|B-ORG|,|O|,|ELNÖK|,|ELNÖK|
False,|B-PER|,|I-PER|,|Hazánk|,|Hazánk|
False,|B-PER|,|B-ORG|,|Miniszter|,|Miniszter|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-MISC|,|B-ORG|,|Nemzeti|,|Nemzeti|
False,|I-MISC|,|I-ORG|,|Vidékstratégia|,|Vidékstratégia|
False,|I-MISC|,|O|,|2012-2020|,|2012-2020|
False,|B-PER|,|O|,|dr.|,|dr.|
False,|I-PER|,|B-PER|,|Ángyán|,|Ángyán|
False,|B-MISC|,|O|,|A|,|A|
False,|I-MISC|,|O|,|magyar|,|magyar|
False,|I-MISC|,|O|,|vidék|,|vidék|
False,|I-MISC|,|O|,|alkotmánya|,|alkotmánya|
False,|B-MISC|,|O|,|Hozzáteszem|,|Hozzáteszem|
False,|B-MISC|,|B-ORG|,|Mi|,|Mi|
False,|I-MISC|,|I-ORG|,|Hazánk|,|Hazánk|
False,|I-MISC|,|O|,|soraiban|,|soraiban.|
False,|B-PER|,|O|,|FARKAS|,|FARKAS|
False,|I-PER|,|O|,|SÁNDOR|,|SÁNDOR|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-LOC|,|O|,|Elöljáróban|,|Elöljáróban|
False,|B-LOC|,|O|,|CSOK-ot|,|CSOK-ot|
False,|B-LOC|,|O|,|EU-ban|,|EU-ban|
False,|B-LOC|,|O|,|EU-ban|,|EU-ban|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|I-ORG|,|O|,|Kormányának|,|Kormányának|
False,|O|,|B-PER|,|Mi|,|Mi|
False,|B-ORG|,|I-PER|,|Hazánk|,|Hazánk|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-MISC|,|O|,|Nemzeti|,|Nemzeti|
False,|I-MISC|,|B-LOC|,|Vidékstratégia|,|Vidékstratégia|
False,|I-MISC|,|O|,|2012-2020|,|2012-2020|
False,|B-MISC|,|B-ORG|,|Mi|,|Mi|
False,|I-MISC|,|I-ORG|,|Hazánk|,|Hazánk|
False,|I-MISC|,|O|,|soraiban|,|soraiban.|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Jámbor|,|Jámbor|
False,|I-PER|,|B-PER|,|András|,|András|
False,|B-PER|,|O|,|Jámbor|,|Jámbor|
False,|I-PER|,|B-PER|,|András|,|András|
False,|B-PER|,|O|,|JÁMBOR|,|JÁMBOR|
False,|I-PER|,|O|,|ANDRÁS|,|ANDRÁS|
False,|I-PER|,|O|,|IMRE|,|IMRE|
False,|B-MISC|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-MISC|,|O|,|Tisztelt|,|Tisztelt|
False,|I-MISC|,|B-ORG|,|Miniszter|,|Miniszter|
False,|I-MISC|,|I-ORG|,|Asszony|,|Asszony|
False,|I-MISC|,|O|,|!|,|!|
False,|B-ORG|,|O|,|Covid|,|Covid|
False,|B-MISC|,|O|,|Tisztelt|,|Tisztelt|
False,|I-MISC|,|B-ORG|,|Miniszter|,|Miniszter|
False,|I-MISC|,|I-ORG|,|Asszony|,|Asszony|
False,|I-MISC|,|O|,|!|,|!|
False,|B-ORG|,|O|,|Végrehajtói|,|Végrehajtói|
False,|I-ORG|,|O|,|Kar|,|Kar|
False,|B-PER|,|O|,|Répássy|,|Répássy|
False,|O|,|B-ORG|,|Miniszter|,|Miniszter|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-MISC|,|O|,|Alaptörvénybe|,|Alaptörvénybe|
False,|B-PER|,|O|,|Vane|,|Vane|
False,|B-MISC|,|O|,|Tervezie|,|Tervezie|
False,|B-ORG|,|O|,|Diákváros|,|Diákváros|
False,|B-ORG|,|O|,|Végrehajtói|,|Végrehajtói|
False,|I-ORG|,|O|,|Kar|,|Kar|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|VARGA|,|VARGA|
False,|I-ORG|,|O|,|JUDIT|,|JUDIT|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|O|,|Szabályozott|,|Szabályozott|
False,|I-ORG|,|O|,|Tevékenységek|,|Tevékenységek|
False,|I-ORG|,|O|,|Felügyeleti|,|Felügyeleti|
False,|I-ORG|,|O|,|Hatóságával|,|Hatóságával|
False,|B-PER|,|O|,|Megkérdezem|,|Megkérdezem|
False,|I-PER|,|B-PER|,|Jámbor|,|Jámbor|
False,|B-PER|,|O|,|JÁMBOR|,|JÁMBOR|
False,|I-PER|,|O|,|ANDRÁS|,|ANDRÁS|
False,|I-PER|,|O|,|IMRE|,|IMRE|
False,|B-MISC|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Varga|,|Varga|
False,|B-MISC|,|O|,|Völner-ügyre|,|Völner-ügyre|
False,|B-ORG|,|O|,|Végrehajtói|,|Végrehajtói|
False,|I-ORG|,|O|,|Kar|,|Kar|
False,|B-PER|,|O|,|CSÁRDI|,|CSÁRDI|
False,|I-PER|,|O|,|ANTAL|,|ANTAL|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|Gazdasági|,|Gazdasági|
False,|I-ORG|,|O|,|bizottság|,|bizottság|
False,|B-ORG|,|B-LOC|,|Írország|,|Írország|
False,|B-PER|,|B-ORG|,|Miniszter|,|Miniszter|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|O|,|Csárdi|,|Csárdi|
False,|B-ORG|,|O|,|TÁLLAI|,|TÁLLAI|
False,|I-ORG|,|O|,|ANDRÁS|,|ANDRÁS|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|O|,|Bevallom|,|Bevallom|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-MISC|,|O|,|Facebook|,|Facebook|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-PER|,|O|,|Megkérdezem|,|Megkérdezem|
False,|I-PER|,|O|,|Csárdi|,|Csárdi|
False,|B-PER|,|O|,|CSÁRDI|,|CSÁRDI|
False,|I-PER|,|O|,|ANTAL|,|ANTAL|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-ORG|,|O|,|Audinak|,|Audinak|
False,|B-ORG|,|O|,|MOL-nál|,|MOL-nál|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|DK|,|DK|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|Brüsszel|,|Brüsszel|
False,|B-PER|,|O|,|Németh|,|Németh|
False,|I-PER|,|O|,|Szilárd|,|Szilárd|
False,|B-PER|,|O|,|NÉMETH|,|NÉMETH|
False,|I-PER|,|O|,|SZILÁRD|,|SZILÁRD|
False,|I-PER|,|O|,|ISTVÁN|,|ISTVÁN|
False,|B-PER|,|B-ORG|,|Miniszter|,|Miniszter|
False,|I-PER|,|I-ORG|,|Asszony|,|Asszony|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|I-ORG|,|O|,|Kormánya|,|Kormánya|
False,|B-ORG|,|O|,|Európára|,|Európára|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-LOC|,|O|,|Brüsszel|,|Brüsszel|
False,|B-LOC|,|O|,|Brüsszel|,|Brüsszel|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|VARGA|,|VARGA|
False,|B-PER|,|O|,|JUDIT|,|JUDIT|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-ORG|,|B-LOC|,|Belgium|,|Belgium|
False,|B-ORG|,|B-LOC|,|Németország|,|Németország|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-PER|,|O|,|Megkérdezem|,|Megkérdezem|
False,|I-PER|,|B-PER|,|Németh|,|Németh|
False,|B-PER|,|O|,|NÉMETH|,|NÉMETH|
False,|I-PER|,|O|,|SZILÁRD|,|SZILÁRD|
False,|I-PER|,|O|,|ISTVÁN|,|ISTVÁN|
False,|B-ORG|,|O|,|Fidesz-KDNP|,|Fidesz-KDNP|
False,|B-ORG|,|O|,|Kormány|,|Kormány|
False,|B-ORG|,|O|,|SIMICSKÓ|,|SIMICSKÓ|
False,|I-ORG|,|O|,|ISTVÁN|,|ISTVÁN|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-ORG|,|O|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|B-ORG|,|O|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|B-ORG|,|O|,|Európára|,|Európára|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Szűcs|,|Szűcs|
False,|B-PER|,|O|,|VITÁLYOS|,|VITÁLYOS|
False,|I-PER|,|O|,|ESZTER|,|ESZTER|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-MISC|,|O|,|Az|,|Az|
False,|I-MISC|,|O|,|Alaptörvényünkben|,|Alaptörvényünkben|
False,|B-PER|,|O|,|Hiszékeny|,|Hiszékeny|
False,|I-PER|,|O|,|Dezsőt|,|Dezsőt|
False,|B-PER|,|O|,|Frakcióvezető|,|Frakcióvezető|
False,|I-PER|,|O|,|Úr|,|Úr|
False,|B-LOC|,|B-ORG|,|Ház|,|Ház|
False,|B-LOC|,|B-ORG|,|Európai|,|Európai|
False,|I-LOC|,|I-ORG|,|Unióban|,|Unióban|
False,|B-MISC|,|O|,|Munkánknak|,|Munkánknak|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|SIMICSKÓ|,|SIMICSKÓ|
False,|I-ORG|,|O|,|ISTVÁN|,|ISTVÁN|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|B-PER|,|O|,|Megnyugtató|,|Megnyugtató|
False,|B-MISC|,|O|,|Fidesz-KDNP-kormányra|,|Fidesz-KDNP-kormányra|
False,|B-ORG|,|O|,|Rezsivédelmi|,|Rezsivédelmi|
False,|I-ORG|,|O|,|Alappal|,|Alappal|
False,|B-PER|,|O|,|Simicskó|,|Simicskó|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|O|,|Miniszterelnök|,|Miniszterelnök|
False,|B-ORG|,|O|,|KÁLMÁN|,|KÁLMÁN|
False,|I-ORG|,|O|,|OLGA|,|OLGA|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-LOC|,|O|,|Közbeszólások|,|Közbeszólások|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|O|,|JAKAB|,|JAKAB|
False,|I-PER|,|O|,|PÉTER|,|PÉTER|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|O|,|Moraj|,|Moraj|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|O|,|Miniszter|,|Miniszter|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|BRENNER|,|BRENNER|
False,|I-PER|,|O|,|KOLOMAN|,|KOLOMAN|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Miniszter|,|Miniszter|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-MISC|,|O|,|Álláspont|,|Álláspont|
False,|B-MISC|,|O|,|Médiatanácsba|,|Médiatanácsba|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-ORG|,|O|,|Brüsszelt|,|Brüsszelt|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|NAVRACSICS|,|NAVRACSICS|
False,|I-ORG|,|O|,|TIBOR|,|TIBOR|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|O|,|Képviselőtársam|,|Képviselőtársam|
False,|I-ORG|,|B-LOC|,|Magyarországot|,|Magyarországot|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-ORG|,|O|,|Bizottság|,|Bizottság|
False,|B-ORG|,|O|,|Bizottság|,|Bizottság|
False,|B-PER|,|O|,|Laura|,|Laura|
False,|I-PER|,|O|,|Codru?a|,|Codru?a|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|BRENNER|,|BRENNER|
False,|I-PER|,|O|,|KOLOMAN|,|KOLOMAN|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|O|,|Miniszter|,|Miniszter|
False,|B-ORG|,|O|,|ORF-en|,|ORF-en|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|O|,|Dr.|,|Dr.|
False,|I-PER|,|B-PER|,|Orbán|,|Orbán|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|O|,|Gyurcsány|,|Gyurcsány|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-ORG|,|O|,|DR.|,|DR.|
False,|I-ORG|,|O|,|NAVRACSICS|,|NAVRACSICS|
False,|I-ORG|,|O|,|TIBOR|,|TIBOR|
False,|B-ORG|,|O|,|ORF-en|,|ORF-en|
False,|B-LOC|,|O|,|Derültség|,|Derültség|
False,|B-ORG|,|O|,|KDNP|,|KDNP|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-ORG|,|O|,|Momentum|,|Momentum|
False,|B-ORG|,|O|,|FEKETE-GYŐR|,|FEKETE-GYŐR|
False,|I-ORG|,|O|,|ANDRÁS|,|ANDRÁS|
False,|B-ORG|,|O|,|Momentum|,|Momentum|
False,|B-ORG|,|O|,|Momentum|,|Momentum|
False,|B-MISC|,|O|,|HAJNAL|,|HAJNAL|
False,|I-MISC|,|O|,|MIKLÓS|,|MIKLÓS|
False,|B-MISC|,|O|,|Momentum|,|Momentum|
False,|B-MISC|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|O|,|Kormányinfó|,|Kormányinfó|
False,|B-ORG|,|O|,|Miniszterelnökséget|,|Miniszterelnökséget|
False,|B-MISC|,|O|,|Kormányinfóra|,|Kormányinfóra|
False,|B-MISC|,|O|,|Kormányinfóra|,|Kormányinfóra|
False,|B-ORG|,|O|,|Kormányinfón|,|Kormányinfón|
False,|B-ORG|,|O|,|Kormányinfóra|,|Kormányinfóra|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-MISC|,|B-ORG|,|Momentum|,|Momentum|
False,|B-MISC|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-PER|,|O|,|DÖMÖTÖR|,|DÖMÖTÖR|
False,|I-PER|,|O|,|CSABA|,|CSABA|
False,|B-ORG|,|O|,|Kormányinfókra|,|Kormányinfókra|
False,|B-ORG|,|O|,|Kormányinfón|,|Kormányinfón|
False,|B-ORG|,|O|,|Kormányinfókat|,|Kormányinfókat|
False,|B-ORG|,|O|,|Kormányinfókat|,|Kormányinfókat|
False,|B-PER|,|O|,|Moraj|,|Moraj|
False,|B-ORG|,|O|,|Budapestinfót|,|Budapestinfót|
False,|B-MISC|,|O|,|HAJNAL|,|HAJNAL|
False,|I-MISC|,|O|,|MIKLÓS|,|MIKLÓS|
False,|B-ORG|,|O|,|Momentum|,|Momentum|
False,|B-ORG|,|O|,|Direkt36|,|Direkt36|
False,|B-ORG|,|O|,|Kormányinfóra|,|Kormányinfóra|
False,|B-ORG|,|O|,|Miniszterelnökség|,|Miniszterelnökség|
False,|B-MISC|,|O|,|Kormányinfóra|,|Kormányinfóra|
False,|B-PER|,|O|,|DÖMÖTÖR|,|DÖMÖTÖR|
False,|I-PER|,|O|,|CSABA|,|CSABA|
False,|B-ORG|,|O|,|Kormányinfó|,|Kormányinfó|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-MISC|,|O|,|Aktuális|,|Aktuális|
False,|I-MISC|,|O|,|kérdésekről|,|kérdésekről|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|O|,|KOMJÁTHI|,|KOMJÁTHI|
False,|I-PER|,|O|,|IMRE|,|IMRE|
False,|B-PER|,|O|,|KOMJÁTHI|,|KOMJÁTHI|
False,|I-PER|,|O|,|IMRE|,|IMRE|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-ORG|,|O|,|MSZP-ben|,|MSZP-ben|
False,|B-PER|,|O|,|Befolyásoljae|,|Befolyásoljae|
False,|B-PER|,|O|,|Komjáthi|,|Komjáthi|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|O|,|RÉTVÁRI|,|RÉTVÁRI|
False,|I-PER|,|O|,|BENCE|,|BENCE|
False,|B-ORG|,|O|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|B-PER|,|O|,|KOMJÁTHI|,|KOMJÁTHI|
False,|I-PER|,|O|,|IMRE|,|IMRE|
False,|B-ORG|,|O|,|Hankook|,|Hankook|
False,|B-PER|,|O|,|Komjáthi|,|Komjáthi|
False,|B-PER|,|O|,|RÉTVÁRI|,|RÉTVÁRI|
False,|I-PER|,|O|,|BENCE|,|BENCE|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-PER|,|O|,|RÉTVÁRI|,|RÉTVÁRI|
False,|I-PER|,|O|,|BENCE|,|BENCE|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|DÚRÓ|,|DÚRÓ|
False,|I-PER|,|O|,|DÓRA|,|DÓRA|
False,|B-MISC|,|B-PER|,|Mi|,|Mi|
False,|I-MISC|,|I-PER|,|Hazánk|,|Hazánk|
False,|B-PER|,|O|,|Miniszterelnök|,|Miniszterelnök|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|DÚRÓ|,|DÚRÓ|
False,|I-PER|,|O|,|DÓRA|,|DÓRA|
False,|B-MISC|,|B-PER|,|Mi|,|Mi|
False,|I-MISC|,|I-PER|,|Hazánk|,|Hazánk|
False,|B-PER|,|O|,|DÚRÓ|,|DÚRÓ|
False,|I-PER|,|O|,|DÓRA|,|DÓRA|
False,|B-MISC|,|B-PER|,|Mi|,|Mi|
False,|I-MISC|,|I-PER|,|Hazánk|,|Hazánk|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Politikai|,|Politikai|
False,|O|,|I-ORG|,|Igazgató|,|Igazgató|
False,|O|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|O|,|Rétvári|,|Rétvári|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-PER|,|O|,|Hoppá|,|Hoppá|
False,|B-PER|,|O|,|Moraj|,|Moraj|
False,|B-MISC|,|O|,|Közbeszólás|,|Közbeszólás|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-MISC|,|O|,|Jobbiknak|,|Jobbiknak|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|B-PER|,|O|,|Előd|,|Előd|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-ORG|,|O|,|Angliát|,|Angliát|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|ORBÁN|,|ORBÁN|
False,|I-PER|,|O|,|BALÁZS|,|BALÁZS|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-PER|,|O|,|DÚRÓ|,|DÚRÓ|
False,|I-PER|,|O|,|DÓRA|,|DÓRA|
False,|B-MISC|,|B-PER|,|Mi|,|Mi|
False,|I-MISC|,|I-PER|,|Hazánk|,|Hazánk|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|ORBÁN|,|ORBÁN|
False,|I-PER|,|O|,|BALÁZS|,|BALÁZS|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-ORG|,|B-LOC|,|Magyarországnak|,|Magyarországnak|
False,|B-ORG|,|B-LOC|,|Magyarország|,|Magyarország|
False,|O|,|B-LOC|,|Kormánya|,|Kormánya|
False,|B-PER|,|O|,|Tordai|,|Tordai|
False,|I-PER|,|O|,|Bence|,|Bence|
False,|B-ORG|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-PER|,|O|,|Miniszter|,|Miniszter|
False,|B-MISC|,|O|,|SZABÓ|,|SZABÓ|
False,|I-MISC|,|O|,|REBEKA|,|REBEKA|
False,|B-MISC|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-MISC|,|O|,|SZABÓ|,|SZABÓ|
False,|I-MISC|,|O|,|REBEKA|,|REBEKA|
False,|B-MISC|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-PER|,|B-ORG|,|Államtitkár|,|Államtitkár|
False,|I-PER|,|I-ORG|,|Úr|,|Úr|
False,|B-ORG|,|B-LOC|,|Hollandia|,|Hollandia|
False,|B-ORG|,|B-LOC|,|Spanyolország|,|Spanyolország|
False,|B-ORG|,|B-LOC|,|Franciaország|,|Franciaország|
False,|B-ORG|,|B-LOC|,|Németország|,|Németország|
False,|B-MISC|,|O|,|37-et|,|37-et|
False,|B-PER|,|O|,|FARKAS|,|FARKAS|
False,|I-PER|,|O|,|SÁNDOR|,|SÁNDOR|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-PER|,|O|,|Kanász-Nagy|,|Kanász-Nagy|
False,|I-PER|,|O|,|Máté|,|Máté|
False,|B-ORG|,|O|,|NÉBIH|,|NÉBIH|
False,|B-MISC|,|O|,|SZABÓ|,|SZABÓ|
False,|I-MISC|,|O|,|REBEKA|,|REBEKA|
False,|B-MISC|,|O|,|Párbeszéd|,|Párbeszéd|
False,|B-ORG|,|O|,|Agrárminisztériumnak|,|Agrárminisztériumnak|
False,|B-ORG|,|O|,|Agrárminisztérium|,|Agrárminisztérium|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|DK|,|DK|
False,|B-PER|,|O|,|Államtitkár|,|Államtitkár|
False,|B-PER|,|O|,|FARKAS|,|FARKAS|
False,|I-PER|,|O|,|SÁNDOR|,|SÁNDOR|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
False,|B-PER|,|I-ORG|,|Úr|,|Úr|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
False,|B-PER|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-PER|,|O|,|Miniszterelnök|,|Miniszterelnök|
False,|B-PER|,|O|,|UNGÁR|,|UNGÁR|
False,|I-PER|,|O|,|PÉTER|,|PÉTER|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-PER|,|O|,|Miniszterelnök|,|Miniszterelnök|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-MISC|,|O|,|Honnan|,|Honnan|
False,|I-MISC|,|O|,|fúj|,|fúj|
False,|I-MISC|,|O|,|a|,|a|
False,|I-MISC|,|O|,|szél|,|szél|
False,|I-MISC|,|O|,|?|,|?|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-ORG|,|O|,|LMP-nek|,|LMP-nek|
False,|B-LOC|,|O|,|Ausztriának|,|Ausztriának|
False,|B-ORG|,|B-LOC|,|Szerbiának|,|Szerbiának|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|LMP|,|LMP|
False,|B-PER|,|O|,|DR.|,|DR.|
False,|I-PER|,|O|,|KONCZ|,|KONCZ|
False,|B-ORG|,|O|,|ZSÓFIA|,|ZSÓFIA|
