mind a 4 egyenlő-e,huspacy sima pos,huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,huspacy token,emagyar token
False,|PROPN|,|PROPN|,|[]|,|NOUN|,ELNÖK,ELNÖK
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|Szintén|,|Szintén|
False,|ADJ|,|ADJ|,|[]|,|PROPN|,|DK-s|,|DK-s|
False,|ADV|,|ADV|,|[]|,|PRON|,|Mielőtt|,|Mielőtt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|megszólalóira|,|megszólalóira|
False,|ADV|,|ADV|,|[]|,|ADV|,|előre|,|előre|
False,|SCONJ|,|SCONJ|,|[]|,|CONJ|,|amennyiben|,|amennyiben|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|havonta|,|havonta|
False,|DET|,|DET|,|[]|,|NUM|,|kevesebbet|,|kevesebbet|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önöktől|,|önöktől|
False,|DET|,|PRON|,|[]|,|PRON|,|Ebben|,|Ebben|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|NOUN|,|PRON|,|[]|,|PRON|,|akiért|,|akiért|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önöknek|,|önöknek|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|DET|,|PRON|,|[]|,|PRON|,|azokat|,|azokat|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|ADV|,|ADV|,|[]|,|PRON|,|valahova|,|valahova|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|multi|,|multi|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|DET|,|PRON|,|[]|,|PRON|,|minden|,|minden|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|DET|,|DET|,|[]|,|PRON|,|ezeket|,|ezeket|
False,|ADV|,|ADV|,|[]|,|PRON|,|ugyanúgy|,|ugyanúgy|
False,|PROPN|,|PROPN|,|[]|,|PRON|,|Mik|,|Mik|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|AUX|,|AUX|,|[]|,|VERB|,|fognak|,|fognak|
False,|DET|,|PRON|,|[]|,|PRON|,|azt|,|azt|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogják|,|fogják|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogják|,|fogják|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|PRON|,|[]|,|PRON|,|Önök|,|Önök|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|VERB|,|PRON|,|[]|,|PRON|,|ezekért|,|ezekért|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|mekkora|,|mekkora|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önöknek|,|önöknek|
False,|PROPN|,|NUM|,|[]|,|NUM|,|14.10|,|14.10|
False,|DET|,|PRON|,|[]|,|PRON|,|Ez|,|Ez|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|kis-|,|kis-|
False,|DET|,|DET|,|[]|,|PRON|,|ezekre|,|ezekre|
False,|ADV|,|ADV|,|[]|,|ADV|,|oda|,|oda|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|kata|,|kata|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|nagyoknak|,|nagyoknak|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|kicsiktől|,|kicsiktől|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|ADV|,|ADV|,|[]|,|PRON|,|ide|,|ide|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|ADJ|,|NOUN|,|[]|,|NOUN|,|nagyvállalatokéra|,|nagyvállalatokéra|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Miniszterelnöki|,|Miniszterelnöki|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kabinetiroda|,|Kabinetiroda|
False,|ADV|,|ADV|,|[]|,|ADJ|,|Másodjára|,|Másodjára|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|PROPN|,|ADJ|,|[]|,|ADJ|,|Megmosolyogtató|,|Megmosolyogtató|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|multi|,|multi|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|önök|,|önök|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|extraprofitra|,|extraprofitra|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|DET|,|PRON|,|[]|,|ADJ|,|egyik|,|egyik|
False,|PRON|,|PRON|,|[]|,|ADJ|,|másik|,|másik|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|ADV|,|ADV|,|[]|,|PRON|,|Azért|,|Azért|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|duplájára|,|duplájára|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Globális|,|Globális|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|ADV|,|ADV|,|[]|,|PRON|,|miközben|,|miközben|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|ADV|,|ADV|,|[]|,|PRON|,|oda|,|oda|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahova|,|ahova|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|ADV|,|ADV|,|[]|,|ADV|,|össze|,|össze|
False,|ADV|,|ADV|,|[]|,|PRON|,|ki|,|ki|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|önök|,|önök|
False,|NOUN|,|PRON|,|[]|,|PRON|,|Önöknek|,|Önöknek|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|ADV|,|ADV|,|[]|,|PRON|,|mindenhonnan|,|mindenhonnan|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|NOUN|,|NOUN|,|[]|,|NUM|,|százezrektől|,|százezrektől|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|gyes|,|gyes|
False,|AUX|,|AUX|,|[]|,|VERB|,|fog|,|fog|
False,|DET|,|DET|,|[]|,|NUM|,|sok|,|sok|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|PRON|,|Akkor|,|Akkor|
False,|ADV|,|ADV|,|[]|,|PRON|,|miközben|,|miközben|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Gréczy|,|Gréczy|
False,|ADV|,|ADV|,|[]|,|ADV|,|néha|,|néha|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|itt|,|itt|
False,|NOUN|,|VERB|,|[]|,|VERB|,|kormányzunk|,|kormányzunk|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|PRON|,|PRON|,|[]|,|ADP|,|körülötte|,|körülötte|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|AUX|,|VERB|,|[]|,|VERB|,|lenne|,|lenne|
False,|ADV|,|ADV|,|[]|,|ADV|,|össze|,|össze|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|AUX|,|AUX|,|[]|,|VERB|,|legyen|,|legyen|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|ADJ|,|plusz|,|plusz|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|elég|,|elég|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|NUM|,|[]|,|NUM|,|kevesebbet|,|kevesebbet|
False,|DET|,|DET|,|[]|,|NUM|,|kevesebbet|,|kevesebbet|
False,|DET|,|DET|,|[]|,|NUM|,|kevesebbet|,|kevesebbet|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADJ|,|[]|,|ADJ|,|lassabban|,|lassabban|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|magyarok|,|magyarok|
False,|DET|,|DET|,|[]|,|NUM|,|pár|,|pár|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindig|,|mindig|
False,|NUM|,|NUM|,|[]|,|NUM|,|2008-09-ben|,|2008-09-ben|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|CONJ|,|így|,|így|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|magyarok|,|magyarok|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Hollik|,|Hollik|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|HOLLIK|,|HOLLIK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|INTJ|,|INTJ|,|[]|,|ADV|,|sajnos|,|sajnos|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|INTJ|,|INTJ|,|[]|,|ADV|,|sajnos|,|sajnos|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|NUM|,|sok|,|sok|
False,|NOUN|,|DET|,|[]|,|PRON|,|mindenből|,|mindenből|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|AUX|,|AUX|,|[]|,|VERB|,|lesz|,|lesz|
False,|SCONJ|,|SCONJ|,|[]|,|CONJ|,|mintha|,|mintha|
False,|ADV|,|ADV|,|[]|,|ADV|,|leginkább|,|leginkább|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Timmermans|,|Timmermans|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Bizottság|,|Bizottság|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|nemcsak|,|nemcsak|
False,|PRON|,|PRON|,|[]|,|ADP|,|szerinte|,|szerinte|
False,|AUX|,|AUX|,|[]|,|VERB|,|lenne|,|lenne|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|magyarok|,|magyarok|
False,|ADV|,|ADV|,|[]|,|PRON|,|oda|,|oda|
False,|NOUN|,|ADJ|,|[]|,|ADJ|,|magyaroknak|,|magyaroknak|
False,|NOUN|,|PRON|,|[]|,|PRON|,|nekünk|,|nekünk|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Honvédelmi|,|Honvédelmi|
False,|AUX|,|AUX|,|[]|,|VERB|,|lesz|,|lesz|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PRON|,|PRON|,|[]|,|ADJ|,|Ugyanilyen|,|Ugyanilyen|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NUM|,|14.20|,|14.20|
False,|PROPN|,|PROPN|,|[]|,|ADV|,|Harmadszorra|,|Harmadszorra|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|ADJ|,|[]|,|ADJ|,|alattiak|,|alattiak|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|SCONJ|,|SCONJ|,|[]|,|CONJ|,|miszerint|,|miszerint|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|ADV|,|ADV|,|[]|,|CONJ|,|Ezért|,|Ezért|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Fidesz-KDNP-kormány|,|Fidesz-KDNP-kormány|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|PRON|,|[]|,|PRON|,|ezeket|,|ezeket|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PRON|,|PRON|,|[]|,|NOUN|,|egyéb|,|egyéb|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|DET|,|PRON|,|[]|,|PRON|,|ezeket|,|ezeket|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|DET|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióra|,|Unióra|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|DET|,|DET|,|[]|,|ADJ|,|egyik|,|egyik|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PRON|,|[]|,|ADV|,|Mindezeket|,|Mindezeket|
False,|ADV|,|ADV|,|[]|,|PRON|,|úgy|,|úgy|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|ADJ|,|ADJ|,|[]|,|NUM|,|egyetlen|,|egyetlen|
False,|ADV|,|ADV|,|[]|,|ADV|,|vissza|,|vissza|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ugyanúgy|,|Ugyanúgy|
False,|ADP|,|PRON|,|[]|,|ADV|,|mind-mind|,|mind-mind|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADV|,|Sic|,|Sic|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|CONJ|,|Ezért|,|Ezért|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Honvédelmi|,|Honvédelmi|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogják|,|fogják|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unióban|,|Unióban|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|NOUN|,|ADJ|,|[]|,|ADJ|,|utolsóként|,|utolsóként|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|AUX|,|AUX|,|[]|,|VERB|,|fog|,|fog|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|nemcsak|,|nemcsak|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|DET|,|DET|,|[]|,|NUM|,|néhány|,|néhány|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|NUM|,|többek|,|többek|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|majd|,|majd|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|benzinárstop|,|benzinárstop|
False,|NOUN|,|NOUN|,|[]|,|NOUN|,|de-cember|,|de-cember|
False,|VERB|,|ADJ|,|[]|,|ADJ|,|Elkötelezettek|,|Elkötelezettek|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|eddig|,|eddig|
False,|ADV|,|ADV|,|[]|,|ADV|,|mindvégig|,|mindvégig|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|önöket|,|önöket|
False,|DET|,|DET|,|[]|,|PRON|,|ezen|,|ezen|
False,|ADV|,|ADV|,|[]|,|PRON|,|eddig|,|eddig|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|SCONJ|,|SCONJ|,|[]|,|ADV|,|ugyan|,|ugyan|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|INTJ|,|ADJ|,|[]|,|ADV|,|sajnos|,|sajnos|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|AUX|,|AUX|,|[]|,|VERB|,|legyen|,|legyen|
False,|ADJ|,|NOUN|,|[]|,|NOUN|,|gázembargó|,|gázembargó|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|gyakorlatilag|,|gyakorlatilag|
False,|PRON|,|PRON|,|[]|,|ADJ|,|másik|,|másik|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|AUX|,|AUX|,|[]|,|VERB|,|lenne|,|lenne|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Amerikai|,|Amerikai|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Egyesült|,|Egyesült|
False,|ADV|,|ADV|,|[]|,|PRON|,|ugyanígy|,|ugyanígy|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADJ|,|ADV|,|[]|,|PRON|,|olyan|,|olyan|
False,|PROPN|,|NUM|,|[]|,|NUM|,|14.30|,|14.30|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|OECD-tagállamok|,|OECD-tagállamok|
False,|PRON|,|PRON|,|[]|,|NOUN|,|mindenféle|,|mindenféle|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|magyarok|,|magyarok|
False,|AUX|,|AUX|,|[]|,|VERB|,|volna|,|volna|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Bizottság|,|Bizottság|
False,|ADJ|,|ADJ|,|[]|,|NUM|,|összes|,|összes|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogja|,|fogja|
False,|ADV|,|ADV|,|[]|,|PRON|,|miközben|,|miközben|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Bizottság|,|Bizottság|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|PRON|,|Ebben|,|Ebben|
False,|DET|,|DET|,|[]|,|PRON|,|ez|,|ez|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
