huspacy ner == emagyar ner,husoacy ner,emagyar ner,huspacy token,emagyar token
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|külső|,|külső|
True,|O|,|O|,|tényezőket|,|tényezőket|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amelyek|,|amelyek|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ország|,|ország|
True,|O|,|O|,|lakosságára|,|lakosságára|
True,|O|,|O|,|hatnak|,|hatnak|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|összekapcsolódva|,|összekapcsolódva|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|inflációval|,|inflációval|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|háborús|,|háborús|
True,|O|,|O|,|inflációt|,|inflációt|
True,|O|,|O|,|okoz|,|okoz|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Az|,|Az|
True,|O|,|O|,|energiaválság|,|energiaválság|
True,|O|,|O|,|már|,|már|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|orosz-ukrán|,|orosz-ukrán|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,|előtt|,|előtt|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|kirobbant|,|kirobbant|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amit|,|amit|
True,|O|,|O|,|láthatóan|,|láthatóan|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ön|,|ön|
True,|O|,|O|,|által|,|által|
True,|O|,|O|,|elmondottak|,|elmondottak|
True,|O|,|O|,|szerint|,|szerint|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|képtelen|,|képtelen|
True,|O|,|O|,|kezelni|,|kezelni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mert|,|mert|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|uniós|,|uniós|
True,|O|,|O|,|országok|,|országok|
True,|O|,|O|,|polgárainak|,|polgárainak|
True,|O|,|O|,|érdekét|,|érdekét|
True,|O|,|O|,|veszi|,|veszi|
True,|O|,|O|,|figyelembe|,|figyelembe|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hanem|,|hanem|
True,|O|,|O|,|valamilyen|,|valamilyen|
True,|O|,|O|,|más|,|más|
True,|O|,|O|,|érdekeket|,|érdekeket|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amelyek|,|amelyek|
True,|O|,|O|,|negatívan|,|negatívan|
True,|O|,|O|,|hatnak|,|hatnak|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ilyen|,|Ilyen|
True,|O|,|O|,|helyzetben|,|helyzetben|
True,|O|,|O|,|csak|,|csak|
True,|O|,|O|,|olyan|,|olyan|
True,|O|,|O|,|költségvetést|,|költségvetést|
True,|O|,|O|,|lehet|,|lehet|
True,|O|,|O|,|készíteni|,|készíteni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amely|,|amely|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|eredmények|,|eredmények|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|elért|,|elért|
True,|O|,|O|,|értékek|,|értékek|
True,|O|,|O|,|megőrzését|,|megőrzését|
True,|O|,|O|,|tűzi|,|tűzi|
True,|O|,|O|,|ki|,|ki|
True,|O|,|O|,|célul|,|célul|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Márpedig|,|Márpedig|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egyik|,|egyik|
True,|O|,|O|,|ilyen|,|ilyen|
True,|O|,|O|,|eredménye|,|eredménye|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kormánynak|,|kormánynak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|országnak|,|országnak|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|rezsicsökkentés|,|rezsicsökkentés|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amit|,|amit|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|elmúlt|,|elmúlt|
True,|O|,|O|,|tíz|,|tíz|
True,|O|,|O|,|évben|,|évben|
True,|O|,|O|,|sikerült|,|sikerült|
True,|O|,|O|,|elérni|,|elérni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|bevezetni|,|bevezetni|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|fenntartani|,|fenntartani|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|De|,|De|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,|idején|,|idején|
True,|O|,|O|,|nagyon|,|nagyon|
True,|O|,|O|,|fontos|,|fontos|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ország|,|ország|
True,|O|,|O|,|biztonságának|,|biztonságának|
True,|O|,|O|,|katonai|,|katonai|
True,|O|,|O|,|szempontból|,|szempontból|
True,|O|,|O|,|való|,|való|
True,|O|,|O|,|védelme|,|védelme|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Éppen|,|Éppen|
True,|O|,|O|,|ezért|,|ezért|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ahogy|,|ahogy|
True,|O|,|O|,|ön|,|ön|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|mondta|,|mondta|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|2023-as|,|2023-as|
True,|O|,|O|,|költségvetés|,|költségvetés|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|rezsivédelem|,|rezsivédelem|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|honvédelem|,|honvédelem|
True,|O|,|O|,|költségvetése|,|költségvetése|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Mindezeket|,|Mindezeket|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|eredményeket|,|eredményeket|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|célokat|,|célokat|
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|tudja|,|tudja|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|2023-as|,|2023-as|
True,|O|,|O|,|költségvetés|,|költségvetés|
True,|O|,|O|,|elérni|,|elérni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|közben|,|közben|
True,|O|,|O|,|érdemben|,|érdemben|
True,|O|,|O|,|csökken|,|csökken|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|költségvetés|,|költségvetés|
True,|O|,|O|,|hiánya|,|hiánya|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|ahogy|,|ahogy|
True,|O|,|O|,|ön|,|ön|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|elmondta|,|elmondta|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|kerül|,|kerül|
True,|O|,|O|,|sor|,|sor|
True,|O|,|O|,|megszorításra|,|megszorításra|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|családok|,|családok|
True,|O|,|O|,|szempontjából|,|szempontjából|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|jelent|,|jelent|
True,|O|,|O|,|visszalépést|,|visszalépést|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|költségvetés|,|költségvetés|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|adóemelés|,|adóemelés|
True,|O|,|O|,|olyan|,|olyan|
True,|O|,|O|,|szektorokra|,|szektorokra|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ágazatokra|,|ágazatokra|
True,|O|,|O|,|vonatkozik|,|vonatkozik|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ahol|,|ahol|
True,|O|,|O|,|eleve|,|eleve|
True,|O|,|O|,|többleteredményt|,|többleteredményt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|többletprofitot|,|többletprofitot|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|többletnyereséget|,|többletnyereséget|
True,|O|,|O|,|tud|,|tud|
True,|O|,|O|,|elérni|,|elérni|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|2023-as|,|2023-as|
True,|O|,|O|,|költségvetés|,|költségvetés|
True,|O|,|O|,|tehát|,|tehát|
True,|O|,|O|,|kiemelten|,|kiemelten|
True,|O|,|O|,|kezeli|,|kezeli|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|családokat|,|családokat|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|gyermekvállalást|,|gyermekvállalást|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|gyermeknevelést|,|gyermeknevelést|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|egyetlen|,|egyetlen|
True,|O|,|O|,|programban|,|programban|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|lépünk|,|lépünk|
True,|O|,|O|,|vissza|,|vissza|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ami|,|ami|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|családok|,|családok|
True,|O|,|O|,|támogatását|,|támogatását|
True,|O|,|O|,|illeti|,|illeti|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ugyanúgy|,|Ugyanúgy|
True,|O|,|O|,|igaz|,|igaz|
True,|O|,|O|,|ez|,|ez|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|adókedvezményekre|,|adókedvezményekre|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|négy|,|négy|
True,|O|,|O|,|gyermeket|,|gyermeket|
True,|O|,|O|,|nevelő|,|nevelő|
True,|O|,|O|,|nők|,|nők|
True,|O|,|O|,|személyijövedelemadó-mentességére|,|személyijövedelemadó-mentességére|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|13.|,|13.|
True,|O|,|O|,|havi|,|havi|
True,|O|,|O|,|nyugdíjra|,|nyugdíjra|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|25|,|25|
True,|O|,|O|,|év|,|év|
True,|O|,|O|,|alattiak|,|alattiak|
True,|O|,|O|,|személyijövedelemadó-mentességére|,|személyijövedelemadó-mentességére|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ez|,|Ez|
True,|O|,|O|,|mind-mind|,|mind-mind|
True,|O|,|O|,|megmarad|,|megmarad|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|fennmarad|,|fennmarad|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,|okozta|,|okozta|
True,|O|,|O|,|nehézségek|,|nehézségek|
True,|O|,|O|,|ellenére|,|ellenére|
True,|O|,|O|,|2023-ban|,|2023-ban|
True,|O|,|O|,|tovább|,|tovább|
True,|O|,|O|,|bővül|,|bővül|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|foglalkoztatás|,|foglalkoztatás|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|nettó|,|nettó|
True,|O|,|O|,|átlagkeresetek|,|átlagkeresetek|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,"|10,2|","|10,2|"
True,|O|,|O|,|százalékkal|,|százalékkal|
True,|O|,|O|,|emelkednek|,|emelkednek|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Összességében|,|Összességében|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|inflációt|,|inflációt|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|átlagkeresetek|,|átlagkeresetek|
True,|O|,|O|,|növekedését|,|növekedését|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|figyelembe|,|figyelembe|
True,|O|,|O|,|véve|,|véve|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|fogyasztás|,|fogyasztás|
True,|O|,|O|,"|4,3|","|4,3|"
True,|O|,|O|,|százalékkal|,|százalékkal|
True,|O|,|O|,|bővülhet|,|bővülhet|
True,|O|,|O|,|2023-ban|,|2023-ban|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|teljesen|,|teljesen|
True,|O|,|O|,|egyértelműek|,|egyértelműek|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|elhúzódó|,|elhúzódó|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|brüsszeli|,|brüsszeli|
True,|O|,|O|,|szankciók|,|szankciók|
True,|O|,|O|,|miatti|,|miatti|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|egész|,|egész|
True,|O|,|O|,|jelentős|,|jelentős|
True,|O|,|O|,|emelés|,|emelés|
True,|O|,|O|,|elleni|,|elleni|
True,|O|,|O|,|küzdelem|,|küzdelem|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|)|,|)|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|kormány|,|kormány|
True,|O|,|O|,|legfőbb|,|legfőbb|
True,|O|,|O|,|célja|,|célja|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|kimaradjon|,|kimaradjon|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|háborúból|,|háborúból|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|megvédje|,|megvédje|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|embereket|,|embereket|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|ne|,|ne|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|emberek|,|emberek|
True,|O|,|O|,|fizessék|,|fizessék|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,|árát|,|árát|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Most|,|Most|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|legfontosabb|,|legfontosabb|
True,|O|,|O|,|feladat|,|feladat|
True,|O|,|O|,|békéjének|,|békéjének|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|biztonságának|,|biztonságának|
True,|O|,|O|,|megőrzése|,|megőrzése|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|valamint|,|valamint|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ország|,|ország|
True,|O|,|O|,|energiaellátásának|,|energiaellátásának|
True,|O|,|O|,|biztosítása|,|biztosítása|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ahogy|,|ahogy|
True,|O|,|O|,|már|,|már|
True,|O|,|O|,|mondtam|,|mondtam|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|ön|,|ön|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|hangsúlyozta|,|hangsúlyozta|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|rezsicsökkentés|,|rezsicsökkentés|
True,|O|,|O|,|megvédése|,|megvédése|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ezért|,|Ezért|
True,|O|,|O|,|két|,|két|
True,|O|,|O|,|alapot|,|alapot|
True,|O|,|O|,|hozunk|,|hozunk|
True,|O|,|O|,|létre|,|létre|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Az|,|Az|
True,|O|,|O|,|alapok|,|alapok|
True,|O|,|O|,|bevételei|,|bevételei|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|fogják|,|fogják|
True,|O|,|O|,|haladni|,|haladni|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|1500|,|1500|
True,|O|,|O|,|milliárd|,|milliárd|
True,|O|,|O|,|forintot|,|forintot|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|rezsicsökkentésnek|,|rezsicsökkentésnek|
True,|O|,|O|,|köszönhetően|,|köszönhetően|
True,|O|,|O|,|jelenleg|,|jelenleg|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|családok|,|családok|
True,|O|,|O|,|fizetik|,|fizetik|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|legkedvezőbb|,|legkedvezőbb|
True,|O|,|O|,|rezsidíjat|,|rezsidíjat|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ez|,|Ez|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|költségvetés|,|költségvetés|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amely|,|amely|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|670|,|670|
True,|O|,|O|,|milliárd|,|milliárd|
True,|O|,|O|,|forintot|,|forintot|
True,|O|,|O|,|fordít|,|fordít|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|továbbra|,|továbbra|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|megvédi|,|megvédi|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|családokat|,|családokat|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|gazdaságot|,|gazdaságot|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|embereket|,|embereket|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|Taps|,|Taps|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kormánypártok|,|kormánypártok|
True,|O|,|O|,|soraiból|,|soraiból.|
huspacy,|O|,,|.|,
True,|O|,|O|,|)|,|)|
True,|O|,|O|,|ELNÖK|,|ELNÖK|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
False,|O|,|B-ORG|,|Ház|,|Ház|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|napirend|,|napirend|
True,|O|,|O|,|előtti|,|előtti|
True,|O|,|O|,|hozzászólások|,|hozzászólások|
True,|O|,|O|,|sorában|,|sorában|
True,|O|,|O|,|utolsóként|,|utolsóként|
True,|O|,|O|,|fideszes|,|fideszes|
True,|O|,|O|,|képviselőnek|,|képviselőnek|
True,|O|,|O|,|adom|,|adom|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szót|,|szót|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Parancsoljon|,|Parancsoljon|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|képviselő|,|képviselő|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|):|,|):|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szót|,|szót|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|elnök|,|elnök|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
True,|O|,|O|,|Képviselőtársaim|,|Képviselőtársaim|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|Háborús|,|Háborús|
True,|O|,|O|,|infláció|,|infláció|
True,|O|,|O|,|van|,|van|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amely|,|amely|
True,|O|,|O|,|csak|,|csak|
True,|O|,|O|,|akkor|,|akkor|
True,|O|,|O|,|fog|,|fog|
True,|O|,|O|,|megszűnni|,|megszűnni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ha|,|ha|
True,|O|,|O|,|béke|,|béke|
True,|O|,|O|,|lesz|,|lesz|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ezért|,|ezért|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,|támogatásával|,|támogatásával|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hanem|,|hanem|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|békekötéssel|,|békekötéssel|
True,|O|,|O|,|lehet|,|lehet|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|legeredményesebben|,|legeredményesebben|
True,|O|,|O|,|fellépni|,|fellépni|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|infláció|,|infláció|
True,|O|,|O|,|ellen|,|ellen|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,|gazdasági|,|gazdasági|
True,|O|,|O|,|hatásaként|,|hatásaként|
True,|O|,|O|,|nemcsak|,|nemcsak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hanem|,|hanem|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egész|,|egész|
True,|O|,|O|,|világot|,|világot|
True,|O|,|O|,|érinti|,|érinti|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kiugró|,|kiugró|
True,|O|,|O|,|infláció|,|infláció|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|drasztikusan|,|drasztikusan|
True,|O|,|O|,|emelkedtek|,|emelkedtek|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|energiaárak|,|energiaárak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|minden|,|minden|
True,|O|,|O|,|egyes|,|egyes|
True,|O|,|O|,|termék|,|termék|
True,|O|,|O|,|ára|,|ára|
True,|O|,|O|,|nőtt|,|nőtt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|részben|,|részben|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|brüsszeli|,|brüsszeli|
True,|O|,|O|,|szankciók|,|szankciók|
True,|O|,|O|,|eredményeként|,|eredményeként|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|kormány|,|kormány|
True,|O|,|O|,|legfontosabb|,|legfontosabb|
True,|O|,|O|,|célja|,|célja|
True,|O|,|O|,|ebben|,|ebben|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|helyzetben|,|helyzetben|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|maradjon|,|maradjon|
True,|O|,|O|,|ki|,|ki|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|háborúból|,|háborúból|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|ne|,|ne|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|emberek|,|emberek|
True,|O|,|O|,|fizessék|,|fizessék|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|háború|,|háború|
True,|O|,|O|,|árát|,|árát|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Most|,|Most|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|legfontosabb|,|legfontosabb|
True,|O|,|O|,|feladat|,|feladat|
True,|O|,|O|,|békéjének|,|békéjének|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|biztonságának|,|biztonságának|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|megőrzése|,|megőrzése|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|valamint|,|valamint|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ország|,|ország|
True,|O|,|O|,|energiaellátásának|,|energiaellátásának|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|biztosítása|,|biztosítása|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|rezsicsökkentés|,|rezsicsökkentés|
True,|O|,|O|,|védelme|,|védelme|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|kormány|,|kormány|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|rezsicsökkentés|,|rezsicsökkentés|
True,|O|,|O|,|megvédésével|,|megvédésével|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|árstopokkal|,|árstopokkal|
True,|O|,|O|,|elérte|,|elérte|
True,|O|,|O|,|azt|,|azt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|5-6|,|5-6|
True,|O|,|O|,|százalékkal|,|százalékkal|
True,|O|,|O|,|alacsonyabb|,|alacsonyabb|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|infláció|,|infláció|
True,|O|,|O|,|ma|,|ma|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mint|,|mint|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Nézzünk|,|Nézzünk|
True,|O|,|O|,|néhány|,|néhány|
True,|O|,|O|,|országot|,|országot|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|tisztelt|,|tisztelt|
True,|O|,|O|,|képviselőtársaim|,|képviselőtársaim|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|20|,|20|
True,|O|,|O|,|százalék|,|százalék|
True,|O|,|O|,|fölötti|,|fölötti|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|infláció|,|infláció|
True,|O|,|O|,|mértéke|,|mértéke|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,"|18,5|","|18,5|"
True,|O|,|O|,|százalékos|,|százalékos|
True,|O|,|O|,|inflációval|,|inflációval|
True,|O|,|O|,|küzd|,|küzd|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|de|,|de|
True,|O|,|O|,|még|,|még|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|15|,|15|
True,|O|,|O|,|százalék|,|százalék|
True,|O|,|O|,|fölötti|,|fölötti|
True,|O|,|O|,|inflációval|,|inflációval|
True,|O|,|O|,|kénytelen|,|kénytelen|
True,|O|,|O|,|szembenézni|,|szembenézni|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Elmondhatjuk|,|Elmondhatjuk|
